MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice,LogSalePrice,BsmtFin,House_age,Remod_age,FlrSF,Bath,AbvGrd,OpenSF,bedroom/totalRoomAboveGrade
20,RL,63.0,13072,Pave,Reg,Lvl,Inside,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,217,1158,GasA,Ex,Y,SBrkr,1158,Gd,5,Typ,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,50,New,Partial,158000,11.970350312009105,941,2,2,1158,2,4,50,0.6
75,RM,60.0,7200,Pave,Reg,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,530,530,GasA,TA,N,SBrkr,1111,Fa,6,Typ,0,NA,Detchd,Unf,1,288,TA,TA,N,0,0,WD,Normal,101000,11.522875795823397,0,87,11,1111,1,4,144,0.5
120,RL,44.0,6442,Pave,IR1,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,1346,1370,GasA,Ex,Y,SBrkr,1370,Gd,6,Typ,1,Gd,Attchd,RFn,2,484,TA,TA,Y,120,49,WD,Normal,202500,12.218495165528731,24,1,1,1370,2,3,169,0.3333333333333333
70,RM,50.0,10300,Pave,IR1,Bnk,Inside,OldTown,RRAn,Feedr,1Fam,2Story,7,6,Gable,CompShg,Stucco,Stucco,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,576,576,GasA,Gd,Y,SBrkr,1710,TA,9,Typ,0,NA,Detchd,Unf,2,480,TA,TA,Y,12,11,WD,Normal,140000,11.84939770159144,0,89,60,1710,2,4,87,0.3333333333333333
60,RL,0.0,9375,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,318,1057,GasA,Ex,Y,SBrkr,2034,Gd,8,Typ,0,NA,Attchd,RFn,2,645,TA,TA,Y,576,36,WD,Normal,219500,12.299107511497363,739,12,11,2034,3,4,612,0.375
60,RL,76.0,9591,Pave,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,1143,1143,GasA,Ex,Y,SBrkr,2473,Gd,9,Typ,1,Gd,BuiltIn,RFn,3,852,TA,TA,Y,192,151,WD,Normal,317000,12.666657052859417,0,3,2,2473,3,5,343,0.4444444444444444
20,RL,0.0,19900,Pave,Reg,Lvl,Inside,NAmes,PosA,Norm,1Fam,1Story,7,5,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1035,1947,GasA,TA,Y,SBrkr,2207,TA,7,Min1,1,Gd,Attchd,RFn,2,576,TA,TA,Y,301,0,WD,Normal,180000,12.100712129872347,912,40,21,2207,2,4,301,0.42857142857142855
20,RL,72.0,10665,Pave,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,440,1453,GasA,Ex,Y,SBrkr,1479,Gd,7,Typ,0,NA,Attchd,RFn,2,558,TA,TA,Y,144,29,WD,Normal,226000,12.328290278254423,1013,4,4,1479,2,4,173,0.42857142857142855
30,RM,47.0,4608,Pave,Reg,Lvl,Corner,OldTown,Artery,Norm,1Fam,1Story,4,6,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,747,747,GasA,TA,Y,SBrkr,747,TA,4,Typ,0,NA,Attchd,Unf,1,220,TA,TA,Y,0,0,WD,Normal,80000,11.289781913656018,0,65,60,747,1,3,0,0.5
50,RL,81.0,15593,Pave,Reg,Lvl,Corner,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,BrkFace,AsbShng,NA,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,701,1304,GasW,TA,Y,SBrkr,2287,TA,7,Typ,1,TA,Attchd,Fin,2,667,TA,TA,Y,0,21,WD,Normal,225000,12.323855681186558,603,53,53,2287,2,4,135,0.42857142857142855
20,RL,95.0,13651,Pave,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,343,2223,GasA,Ex,Y,SBrkr,2223,TA,8,Typ,2,Gd,Attchd,Fin,2,516,TA,TA,Y,300,0,WD,Normal,244000,12.404923504275338,1880,34,34,2223,2,4,300,0.375
20,RL,69.0,7599,Pave,Reg,Lvl,Corner,Mitchel,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,280,845,GasA,TA,Y,SBrkr,845,TA,4,Typ,0,NA,Detchd,Unf,2,360,TA,TA,Y,0,0,WD,Normal,129500,11.771436160121729,565,25,1,845,1,3,0,0.5
60,RL,74.0,10141,Pave,IR1,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,832,832,GasA,Gd,Y,SBrkr,1718,TA,7,Typ,1,TA,Attchd,Fin,2,427,TA,TA,Y,0,94,WD,Normal,185000,12.128111104060462,0,11,11,1718,3,4,385,0.42857142857142855
20,RL,85.0,10200,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,404,1086,GasA,Gd,Y,SBrkr,1086,TA,6,Typ,0,NA,Attchd,Unf,2,490,TA,TA,Y,0,0,WD,Normal,144900,11.883799128308773,682,56,7,1086,1,4,0,0.5
50,RM,60.0,5790,Pave,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,3,6,Gambrel,CompShg,VinylSd,VinylSd,NA,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,840,840,GasA,Gd,N,SBrkr,1605,TA,8,Typ,0,NA,Detchd,Unf,1,379,TA,TA,Y,0,0,WD,Normal,107400,11.584315461056901,0,95,60,1605,2,5,202,0.375
180,RM,21.0,1596,Pave,Reg,Lvl,Inside,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,Gable,CompShg,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,0,462,GasA,TA,Y,SBrkr,988,TA,5,Typ,0,NA,BuiltIn,Unf,1,297,TA,TA,Y,120,101,WD,Normal,91000,11.418614785498987,462,36,36,988,1,3,221,0.4
20,RL,0.0,8475,Pave,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,724,952,GasA,Ex,Y,FuseA,952,TA,4,Typ,0,NA,Detchd,Unf,1,283,TA,TA,Y,0,0,WD,Normal,135750,11.818570237796182,228,52,52,952,1,3,0,0.5
50,RM,50.0,8635,Pave,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,295,672,GasA,TA,Y,SBrkr,1285,TA,6,Min1,0,NA,Detchd,Unf,1,240,TA,TA,Y,0,0,WD,Normal,127000,11.751942365440728,377,60,7,1285,1,3,0,0.3333333333333333
90,RL,72.0,10778,Pave,Reg,Lvl,Inside,Sawyer,Norm,Norm,Duplex,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1768,1768,GasA,TA,N,SBrkr,1768,TA,8,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,0,WD,Normal,136500,11.824079893607152,0,42,42,1768,2,6,0,0.5
50,RM,60.0,10440,Pave,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,440,440,GasA,Gd,Y,SBrkr,1230,TA,5,Typ,0,NA,Detchd,Unf,2,440,TA,TA,Y,74,0,WD,Normal,110000,11.608235644774552,0,99,28,1230,2,3,202,0.4
60,RL,100.0,13000,Pave,Reg,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,448,896,GasA,TA,Y,SBrkr,2142,Gd,8,Typ,1,Gd,Attchd,Fin,1,509,TA,TA,Y,0,72,WD,Normal,193500,12.173032791451973,448,41,41,2142,3,5,324,0.5
120,RM,32.0,4500,Pave,Reg,Lvl,FR2,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,36,1237,GasA,Ex,Y,SBrkr,1337,TA,5,Typ,0,NA,Attchd,Fin,2,405,TA,TA,Y,0,199,WD,Normal,153500,11.941455846009388,1201,8,8,1337,2,3,199,0.4
20,RL,78.0,10206,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1530,1563,GasA,Ex,Y,SBrkr,1563,Gd,6,Typ,1,Gd,Attchd,RFn,3,758,TA,TA,Y,144,99,WD,Normal,245000,12.409013489526863,33,1,1,1563,2,4,243,0.5
20,RL,80.0,8892,Pave,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1065,1065,GasA,Gd,Y,SBrkr,1065,TA,6,Typ,0,NA,Detchd,Unf,2,461,TA,TA,Y,74,0,COD,Normal,126500,11.747997587149712,0,47,47,1065,2,4,74,0.5
80,RL,0.0,8530,Pave,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,384,384,GasA,Gd,Y,SBrkr,1474,TA,7,Typ,1,TA,BuiltIn,Fin,2,400,TA,TA,Y,120,72,WD,Normal,168500,12.034691028774553,0,14,13,1474,3,4,192,0.42857142857142855
60,RL,121.0,16059,Pave,Reg,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1288,1288,GasA,Ex,Y,SBrkr,2417,Gd,9,Typ,1,TA,Attchd,Unf,2,462,TA,TA,Y,127,82,WD,Normal,260000,12.468436909997665,0,15,14,2417,3,5,209,0.4444444444444444
60,RL,122.0,11911,Pave,IR2,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,684,684,GasA,Ex,Y,SBrkr,1560,Gd,6,Typ,1,Gd,BuiltIn,Fin,2,400,TA,TA,Y,100,38,WD,Normal,174000,12.066810578196666,0,4,4,1560,3,4,138,0.5
160,FV,40.0,3951,Pave,Reg,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,612,612,GasA,Ex,Y,SBrkr,1224,Gd,4,Typ,0,NA,Detchd,RFn,2,528,TA,TA,Y,0,234,New,Partial,164500,12.010665849187564,0,0,0,1224,3,3,234,0.5
50,C (all),105.0,8470,Pave,IR1,Lvl,Corner,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,Hip,CompShg,Plywood,Plywood,NA,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,1013,1013,GasA,TA,N,SBrkr,1526,Fa,6,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,0,ConLD,Abnorml,85000,11.350406535472453,0,94,27,1013,1,3,156,0.3333333333333333
20,RL,60.0,8070,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,402,990,GasA,Ex,Y,SBrkr,990,TA,5,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,0,WD,Normal,123600,11.724805824005728,588,13,12,990,1,4,0,0.6
20,RL,60.0,7200,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,BrkFace,Wd Sdng,NA,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0,0,GasA,TA,Y,FuseA,1040,TA,4,Typ,0,NA,Detchd,Unf,2,420,TA,TA,Y,0,29,WD,Normal,109900,11.607326140391713,0,56,56,1040,1,3,29,0.5
20,RL,85.0,8500,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,635,1235,GasA,TA,Y,SBrkr,1235,TA,6,Typ,0,NA,Attchd,Unf,2,480,TA,TA,Y,0,0,WD,Abnorml,98600,11.498826540590727,600,45,45,1235,1,3,0,0.3333333333333333
30,RL,80.0,13360,Pave,IR1,HLS,Inside,Crawfor,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,163,876,GasA,Ex,Y,SBrkr,964,TA,5,Typ,0,NA,Detchd,Unf,2,432,TA,TA,Y,0,0,WD,Normal,163500,12.004568269319446,713,88,3,964,1,3,44,0.4
190,C (all),60.0,7200,Pave,Reg,Lvl,Corner,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,Hip,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,168,1214,GasW,Ex,N,SBrkr,2291,TA,9,Typ,1,Gd,Detchd,Unf,2,506,TA,TA,Y,0,0,WD,Normal,133900,11.804848531679264,1046,97,9,2291,2,6,99,0.4444444444444444
60,RL,69.0,9337,Pave,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,176,824,GasA,Ex,Y,SBrkr,1786,Gd,7,Typ,0,NA,Attchd,RFn,2,684,TA,TA,Y,0,162,WD,Normal,204750,12.229545001715316,648,10,10,1786,3,4,162,0.42857142857142855
60,RL,0.0,9765,Pave,IR2,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,370,680,GasA,Gd,Y,SBrkr,1470,TA,6,Typ,1,TA,BuiltIn,Fin,2,420,TA,TA,Y,232,63,WD,Normal,185000,12.128111104060462,310,16,16,1470,3,4,295,0.5
20,RL,78.0,10264,Pave,IR1,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,426,1588,GasA,Ex,Y,SBrkr,1588,Gd,6,Typ,0,NA,Attchd,RFn,2,472,TA,TA,Y,158,29,WD,Normal,214000,12.273731294003989,1162,7,7,1588,2,4,187,0.5
20,RL,73.0,10921,Pave,Reg,HLS,Inside,Edwards,Norm,Norm,1Fam,1Story,4,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,440,960,GasA,TA,Y,FuseF,960,TA,6,Typ,0,NA,Attchd,Fin,1,432,TA,TA,P,120,0,WD,Normal,94750,11.458997122944673,520,42,42,960,1,4,120,0.5
30,RL,85.0,10625,Pave,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,350,458,GasA,Fa,N,SBrkr,835,TA,5,Typ,0,NA,Basment,Unf,1,366,Fa,TA,Y,0,0,COD,Abnorml,83000,11.326595886778735,108,90,60,835,1,3,77,0.4
20,RL,77.0,9320,Pave,IR1,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,Plywood,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,381,950,GasA,Fa,Y,SBrkr,1225,TA,6,Typ,0,NA,NA,NA,0,0,NA,NA,Y,352,0,WD,Normal,128950,11.76718001130949,569,51,51,1225,2,4,352,0.5
20,RL,0.0,10603,Pave,IR1,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,410,1610,GasA,Gd,Y,SBrkr,1610,Gd,6,Typ,2,TA,Attchd,RFn,2,480,TA,TA,Y,168,68,WD,Normal,205000,12.230765258120545,1200,33,9,1610,2,4,236,0.5
60,RL,77.0,9206,Pave,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,741,741,GasA,TA,Y,SBrkr,1732,Gd,7,Typ,1,TA,Attchd,Fin,2,476,TA,TA,Y,192,46,WD,Normal,178000,12.089538829274222,0,25,25,1732,3,4,238,0.42857142857142855
90,RL,64.0,7018,Pave,Reg,Bnk,Inside,SawyerW,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,Fa,Slab,NA,NA,NA,NA,NA,0,0,GasA,TA,Y,SBrkr,1535,TA,8,Typ,0,NA,Attchd,Unf,2,410,TA,TA,Y,0,0,WD,Alloca,118964,11.686576205316552,0,30,30,1535,2,6,0,0.5
20,RL,94.0,10402,Pave,IR1,Lvl,Corner,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1226,1226,GasA,Ex,Y,SBrkr,1226,Gd,6,Typ,0,NA,Attchd,RFn,3,740,TA,TA,Y,0,36,WD,Normal,198900,12.200557464842063,0,1,1,1226,2,4,36,0.5
50,RM,0.0,7758,Pave,Reg,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,TA,Fa,PConc,TA,TA,No,LwQ,Unf,816,1040,GasA,Ex,Y,FuseF,1818,TA,7,Typ,2,TA,Detchd,Unf,1,240,TA,TA,Y,0,0,WD,Normal,169500,12.040608205802641,224,76,57,1818,2,5,184,0.5714285714285714
60,FV,75.0,9375,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1053,1053,GasA,Ex,Y,SBrkr,1992,Gd,9,Typ,1,Gd,Attchd,RFn,2,648,TA,TA,Y,140,45,WD,Normal,250000,12.429216196844383,0,5,4,1992,3,4,185,0.3333333333333333
30,RM,60.0,10800,Pave,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,4,7,Mansard,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,641,641,GasA,Gd,Y,SBrkr,1047,TA,6,Typ,0,NA,Detchd,Unf,1,273,Fa,Fa,N,0,0,WD,Normal,100000,11.512925464970229,0,122,12,1047,1,3,0,0.3333333333333333
20,RM,50.0,6000,Pave,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,516,789,GasA,Ex,Y,SBrkr,789,TA,5,Typ,0,NA,Detchd,Unf,1,250,TA,TA,Y,0,0,WD,Partial,115000,11.652687407345388,273,60,58,789,1,3,0,0.4
50,RM,85.0,8500,Pave,Reg,Lvl,Corner,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,CemntBd,CmentBd,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,793,793,GasW,TA,N,FuseF,1517,Fa,7,Typ,0,NA,NA,NA,0,0,NA,NA,N,0,0,WD,Normal,115000,11.652687407345388,0,88,2,1517,2,4,144,0.42857142857142855
20,RL,105.0,11751,Pave,IR1,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1139,1844,GasA,Ex,Y,SBrkr,1844,TA,7,Typ,1,TA,Attchd,RFn,2,546,TA,TA,Y,0,122,COD,Normal,190000,12.154779351142624,705,33,33,1844,2,4,122,0.42857142857142855
50,RL,75.0,9525,Pave,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,Fa,No,Rec,Unf,550,994,GasA,Gd,Y,SBrkr,1855,TA,7,Typ,0,NA,Attchd,Unf,1,325,TA,TA,Y,182,0,WD,Normal,136900,11.82700601127654,444,52,34,1855,2,5,182,0.5714285714285714
80,RL,0.0,7750,Pave,IR1,Lvl,Inside,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,134,384,GasA,Ex,Y,SBrkr,1430,TA,7,Typ,1,TA,BuiltIn,Fin,2,400,TA,TA,Y,180,0,WD,Normal,180000,12.100712129872347,250,10,10,1430,3,4,180,0.42857142857142855
60,RL,77.0,9965,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,220.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,280,1264,GasA,Ex,Y,SBrkr,2696,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,792,TA,TA,Y,120,184,New,Partial,383970,12.858319703517948,984,0,0,2696,3,5,472,0.4
20,RL,0.0,21000,Pave,Reg,Bnk,Corner,Crawfor,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,184.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,905,1809,GasA,TA,Y,SBrkr,2259,Gd,7,Typ,2,Gd,Basment,Unf,2,450,TA,TA,Y,166,120,COD,Abnorml,217000,12.287652632522597,904,54,54,2259,2,4,478,0.42857142857142855
70,RL,61.0,7259,Pave,IR1,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gambrel,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,104,1028,GasA,Ex,Y,SBrkr,2320,Gd,9,Typ,1,TA,Detchd,Unf,1,180,TA,TA,Y,224,0,WD,Normal,259500,12.46651198158808,924,62,5,2320,3,4,224,0.3333333333333333
160,FV,34.0,3230,Pave,Reg,Lvl,Corner,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,310,729,GasA,Gd,Y,SBrkr,1458,TA,5,Typ,1,Fa,Detchd,Unf,2,440,TA,TA,Y,0,32,WD,Normal,176000,12.078239274020289,419,8,8,1458,3,3,32,0.4
20,RL,0.0,11616,Pave,Reg,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,252,1092,GasA,TA,Y,SBrkr,1092,TA,6,Typ,1,Po,Attchd,Unf,1,288,TA,TA,Y,0,20,WD,Normal,139000,11.842229212112828,840,47,47,1092,1,4,164,0.5
20,RL,74.0,8536,Pave,Reg,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1125,1125,GasA,Gd,Y,SBrkr,1125,TA,5,Typ,0,NA,Attchd,Unf,2,430,TA,TA,Y,80,64,New,Partial,155000,11.951180395901384,0,1,0,1125,2,3,144,0.4
60,RL,90.0,12376,Pave,Reg,Lvl,Corner,SawyerW,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,NA,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,203,1673,GasA,Gd,Y,SBrkr,3222,Gd,11,Typ,2,TA,Attchd,Unf,3,594,TA,TA,Y,367,0,WD,Normal,320000,12.676076274775909,1470,20,20,3222,3,6,367,0.45454545454545453
60,RL,65.0,8461,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,728,728,GasA,Ex,Y,SBrkr,1456,Gd,8,Typ,1,Gd,Attchd,Fin,2,390,TA,TA,Y,0,24,New,Partial,163990,12.007560729337492,0,1,0,1456,3,4,24,0.375
80,RL,0.0,21453,Pave,IR1,Low,CulDSac,ClearCr,Norm,Norm,1Fam,SLvl,6,5,Flat,Metal,Plywood,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,0,938,GasA,Ex,Y,SBrkr,988,TA,4,Typ,2,TA,Attchd,Unf,2,540,TA,TA,Y,0,130,WD,Normal,180000,12.100712129872347,938,37,37,988,1,2,260,0.25
50,RM,50.0,6060,Pave,Reg,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,732,732,GasA,Gd,Y,SBrkr,1123,TA,4,Typ,0,NA,Detchd,Unf,1,264,TA,TA,P,0,0,WD,Normal,100000,11.512925464970229,0,68,57,1123,1,4,140,0.75
